0,0,1000
0,2,1000
0,4,1000
0,6,1000
0,8,1000
0,10,1000
0,12,1000
0,14,1000
0,16,1000
0,18,1000
0,20,1000
0,22,1000
0,24,1000
0,26,1000
0,28,1000
0,30,1000
0,32,1000
0,34,1000
0,36,1000
0,38,1000
0,40,1000
0,42,1000
0,44,1000
0,46,1000
0,48,1000
0,50,1000
0,52,1000
0,54,1000
0,56,1000
0,58,1000
0,60,1000
0,62,1000
0,64,1000
0,66,1000
0,68,1000
0,70,1000
0,72,1000
0,74,1000
0,76,1000
0,78,1000
0,80,1000
0,82,1000
0,84,1000
0,86,1000
0,88,1000
0,90,1000
2,0,1000
2,2,1000
2,4,1000
2,6,1000
2,8,1000
2,10,1000
2,12,1000
2,14,1000
2,16,1000
2,18,1000
2,20,1000
2,22,1000
2,24,1000
2,26,1000
2,28,1000
2,30,1000
2,32,1000
2,34,1000
2,36,1000
2,38,1000
2,40,1000
2,42,1000
2,44,1000
2,46,1000
2,48,1000
2,50,1000
2,52,1000
2,54,1000
2,56,1000
2,58,1000
2,60,1000
2,62,1000
2,64,1000
2,66,1000
2,68,1000
2,70,1000
2,72,1000
2,74,1000
2,76,1000
2,78,1000
2,80,1000
2,82,1000
2,84,1000
2,86,1000
2,88,1000
2,90,1000
4,0,1000
4,2,1000
4,4,1000
4,6,1000
4,8,1000
4,10,1000
4,12,1000
4,14,1000
4,16,1000
4,18,1000
4,20,1000
4,22,1000
4,24,1000
4,26,1000
4,28,1000
4,30,1000
4,32,1000
4,34,1000
4,36,1000
4,38,1000
4,40,1000
4,42,1000
4,44,1000
4,46,1000
4,48,1000
4,50,1000
4,52,1000
4,54,1000
4,56,1000
4,58,1000
4,60,1000
4,62,1000
4,64,1000
4,66,1000
4,68,1000
4,70,1000
4,72,1000
4,74,1000
4,76,1000
4,78,1000
4,80,1000
4,82,1000
4,84,1000
4,86,1000
4,88,1000
4,90,1000
6,0,1000
6,2,1000
6,4,1000
6,6,1000
6,8,1000
6,10,1000
6,12,1000
6,14,1000
6,16,1000
6,18,1000
6,20,1000
6,22,1000
6,24,1000
6,26,1000
6,28,1000
6,30,1000
6,32,1000
6,34,1000
6,36,1000
6,38,1000
6,40,1000
6,42,1000
6,44,1000
6,46,1000
6,48,1000
6,50,1000
6,52,1000
6,54,1000
6,56,1000
6,58,1000
6,60,1000
6,62,1000
6,64,1000
6,66,1000
6,68,1000
6,70,1000
6,72,1000
6,74,1000
6,76,1000
6,78,1000
6,80,1000
6,82,1000
6,84,1000
6,86,1000
6,88,1000
6,90,1000
8,0,1000
8,2,1000
8,4,1000
8,6,1000
8,8,1000
8,10,1000
8,12,1000
8,14,1000
8,16,1000
8,18,1000
8,20,1000
8,22,1000
8,24,1000
8,26,1000
8,28,1000
8,30,1000
8,32,1000
8,34,1000
8,36,1000
8,38,1000
8,40,1000
8,42,1000
8,44,1000
8,46,1000
8,48,1000
8,50,1000
8,52,1000
8,54,1000
8,56,1000
8,58,1000
8,60,1000
8,62,1000
8,64,1000
8,66,1000
8,68,1000
8,70,1000
8,72,1000
8,74,1000
8,76,1000
8,78,1000
8,80,1000
8,82,1000
8,84,1000
8,86,1000
8,88,1000
8,90,1000
10,0,1000
10,2,1000
10,4,1000
10,6,1000
10,8,1000
10,10,1000
10,12,1000
10,14,1000
10,16,1000
10,18,1000
10,20,1000
10,22,1000
10,24,1000
10,26,1000
10,28,1000
10,30,1000
10,32,1000
10,34,1000
10,36,1000
10,38,1000
10,40,1000
10,42,1000
10,44,1000
10,46,1000
10,48,1000
10,50,1000
10,52,1000
10,54,1000
10,56,1000
10,58,1000
10,60,1000
10,62,1000
10,64,1000
10,66,1000
10,68,1000
10,70,1000
10,72,1000
10,74,1000
10,76,1000
10,78,1000
10,80,1000
10,82,1000
10,84,1000
10,86,1000
10,88,1000
10,90,1000
12,0,1000
12,2,1000
12,4,1000
12,6,1000
12,8,1000
12,10,1000
12,12,1000
12,14,1000
12,16,1000
12,18,1000
12,20,1000
12,22,1000
12,24,1000
12,26,1000
12,28,1000
12,30,1000
12,32,1000
12,34,1000
12,36,1000
12,38,1000
12,40,1000
12,42,1000
12,44,1000
12,46,1000
12,48,1000
12,50,1000
12,52,1000
12,54,1000
12,56,1000
12,58,1000
12,60,1000
12,62,1000
12,64,1000
12,66,1000
12,68,1000
12,70,1000
12,72,1000
12,74,1000
12,76,1000
12,78,1000
12,80,1000
12,82,1000
12,84,1000
12,86,1000
12,88,1000
12,90,1000
14,0,1000
14,2,1000
14,4,1000
14,6,1000
14,8,1000
14,10,1000
14,12,1000
14,14,1000
14,16,1000
14,18,1000
14,20,1000
14,22,1000
14,24,1000
14,26,1000
14,28,1000
14,30,1000
14,32,1000
14,34,1000
14,36,1000
14,38,1000
14,40,1000
14,42,1000
14,44,1000
14,46,1000
14,48,1000
14,50,1000
14,52,1000
14,54,1000
14,56,1000
14,58,1000
14,60,1000
14,62,1000
14,64,1000
14,66,1000
14,68,1000
14,70,1000
14,72,1000
14,74,1000
14,76,1000
14,78,1000
14,80,1000
14,82,1000
14,84,1000
14,86,1000
14,88,1000
14,90,1000
16,0,1000
16,2,1000
16,4,1000
16,6,1000
16,8,1000
16,10,1000
16,12,1000
16,14,1000
16,16,1000
16,18,1000
16,20,1000
16,22,1000
16,24,1000
16,26,1000
16,28,1000
16,30,1000
16,32,1000
16,34,1000
16,36,1000
16,38,1000
16,40,1000
16,42,1000
16,44,1000
16,46,1000
16,48,1000
16,50,1000
16,52,1000
16,54,1000
16,56,1000
16,58,1000
16,60,1000
16,62,1000
16,64,1000
16,66,1000
16,68,1000
16,70,1000
16,72,1000
16,74,1000
16,76,1000
16,78,1000
16,80,1000
16,82,1000
16,84,1000
16,86,1000
16,88,1000
16,90,1000
18,0,1000
18,2,1000
18,4,1000
18,6,1000
18,8,1000
18,10,1000
18,12,1000
18,14,1000
18,16,1000
18,18,1000
18,20,1000
18,22,1000
18,24,1000
18,26,1000
18,28,1000
18,30,1000
18,32,1000
18,34,1000
18,36,1000
18,38,1000
18,40,1000
18,42,1000
18,44,1000
18,46,1000
18,48,1000
18,50,1000
18,52,1000
18,54,1000
18,56,1000
18,58,1000
18,60,1000
18,62,1000
18,64,1000
18,66,1000
18,68,1000
18,70,1000
18,72,1000
18,74,1000
18,76,1000
18,78,1000
18,80,1000
18,82,1000
18,84,1000
18,86,1000
18,88,1000
18,90,1000
20,0,1000
20,2,1000
20,4,1000
20,6,1000
20,8,1000
20,10,1000
20,12,1000
20,14,1000
20,16,1000
20,18,1000
20,20,1000
20,22,1000
20,24,1000
20,26,1000
20,28,1000
20,30,1000
20,32,1000
20,34,1000
20,36,1000
20,38,1000
20,40,1000
20,42,1000
20,44,1000
20,46,1000
20,48,1000
20,50,1000
20,52,1000
20,54,1000
20,56,1000
20,58,1000
20,60,1000
20,62,1000
20,64,1000
20,66,1000
20,68,1000
20,70,1000
20,72,1000
20,74,1000
20,76,1000
20,78,1000
20,80,1000
20,82,1000
20,84,1000
20,86,1000
20,88,1000
20,90,1000
22,0,1000
22,2,1000
22,4,1000
22,6,1000
22,8,1000
22,10,1000
22,12,1000
22,14,1000
22,16,1000
22,18,1000
22,20,1000
22,22,1000
22,24,1000
22,26,1000
22,28,1000
22,30,1000
22,32,1000
22,34,1000
22,36,1000
22,38,1000
22,40,1000
22,42,1000
22,44,1000
22,46,1000
22,48,1000
22,50,1000
22,52,1000
22,54,1000
22,56,1000
22,58,1000
22,60,1000
22,62,1000
22,64,1000
22,66,1000
22,68,1000
22,70,1000
22,72,1000
22,74,1000
22,76,1000
22,78,1000
22,80,1000
22,82,1000
22,84,1000
22,86,1000
22,88,1000
22,90,1000
24,0,1000
24,2,1000
24,4,1000
24,6,1000
24,8,1000
24,10,1000
24,12,1000
24,14,1000
24,16,1000
24,18,1000
24,20,1000
24,22,1000
24,24,1000
24,26,1000
24,28,1000
24,30,1000
24,32,1000
24,34,1000
24,36,1000
24,38,1000
24,40,1000
24,42,1000
24,44,1000
24,46,1000
24,48,1000
24,50,1000
24,52,1000
24,54,1000
24,56,1000
24,58,1000
24,60,1000
24,62,1000
24,64,1000
24,66,1000
24,68,1000
24,70,1000
24,72,1000
24,74,1000
24,76,1000
24,78,1000
24,80,1000
24,82,1000
24,84,1000
24,86,1000
24,88,1000
